"Return Reason","Lý do trả hàng",""
"Settings saved. Tax mode is now ""inclusive"". Cart will be recalculated.","Đã lưu cài đặt. Chế độ thuế hiện là ""gộp trong giá"". Giỏ hàng sẽ được tính lại.",""
"Settings saved. Tax mode is now ""exclusive"". Cart will be recalculated.","Đã lưu cài đặt. Chế độ thuế hiện là ""tính riêng"". Giỏ hàng sẽ được tính lại.",""
"This will clear all cached items, customers, and stock data. Invoices and drafts will be preserved.","Thao tác này sẽ xoá tất cả dữ liệu cache về hàng hoá, khách hàng và tồn kho. Hoá đơn và bản nháp vẫn được giữ lại.",""
"Clear All Data","Xoá toàn bộ dữ liệu",""
"Clearing...","Đang xoá...",""
"Confirm Clear Cache","Xác nhận xoá cache",""
"Manage Invoices","Quản lý hoá đơn",""
"Outstanding","Còn nợ",""
"No Outstanding","Không còn nợ",""
"Pay Outstanding","Thanh toán các khoản nợ",""
"View Outstanding","Xem công nợ",""
"Search invoices...","Tìm hoá đơn...",""
"Invoice Management","Quản lý hoá đơn",""
"All Invoices","Tất cả hoá đơn",""
"Draft","Nháp",""
"Return","Trả hàng",""
"Load More","Tải thêm",""
"No more invoices","Không còn hoá đơn nào nữa",""
"Failed to load invoices","Tải hoá đơn thất bại",""
"Apply Filter","Áp dụng bộ lọc",""
"Reset Filter","Đặt lại bộ lọc",""
"Filter by Status","Lọc theo trạng thái",""
"Filter by Date","Lọc theo ngày",""
"Show All","Hiển thị tất cả",""
"Shift Details","Chi tiết ca",""
"Shift ID","Mã ca",""
"Cashier","Thu ngân",""
"Current Time","Thời gian hiện tại",""
"Cash Sales","Doanh số tiền mặt",""
"Card Sales","Doanh số thẻ",""
"Other Sales","Doanh số khác",""
"Total Transactions","Tổng số giao dịch",""
"Average Transaction","Giá trị giao dịch trung bình",""
"Shift Summary","Tóm tắt ca",""
"View Full Report","Xem báo cáo đầy đủ",""
"Print Report","In báo cáo",""
"Export Data","Xuất dữ liệu",""
"Quick Actions","Thao tác nhanh",""
"New Sale","Bán hàng mới",""
"Returns","Trả hàng",""
"Recent Activity","Hoạt động gần đây",""
"No recent activity","Không có hoạt động gần đây",""
"Show All Activity","Xem toàn bộ hoạt động",""
"Keyboard Shortcuts","Phím tắt",""
"Press F1 for help","Nhấn F1 để xem trợ giúp",""
"Press Enter to search","Nhấn Enter để tìm kiếm",""
"Press Esc to close","Nhấn Esc để đóng",""
"Scanning...","Đang quét...",""
"Scan Complete","Quét xong",""
"Scan Failed","Quét thất bại",""
"Invalid Barcode","Mã vạch không hợp lệ",""
"Item Scanned","Đã quét mặt hàng",""
"Multiple Results","Nhiều kết quả",""
"Select Item","Chọn mặt hàng",""
"Enter Quantity","Nhập số lượng",""
"Set Price","Đặt giá",""
"Custom Price","Giá tuỳ chỉnh",""
"Original Price","Giá gốc",""
"New Price","Giá mới",""
"Price Changed","Đã đổi giá",""
"Discount Applied","Đã áp dụng chiết khấu",""
"Offer Applied","Đã áp dụng khuyến mãi",""
"Coupon Applied","Đã áp dụng coupon",""
"Free Items Added","Đã thêm hàng tặng",""
"Bundle Items","Các mặt hàng trong gói",""
"View Bundle","Xem gói",""
"Expand Bundle","Mở rộng gói",""
"Collapse Bundle","Thu gọn gói",""
"Stock Warning","Cảnh báo tồn kho",""
"Low Stock Warning","Cảnh báo tồn kho thấp",""
"Only {0} left in stock","Chỉ còn {0} trong kho",""
"Continue Anyway","Vẫn tiếp tục",""
"Check Other Warehouses","Kiểm tra các kho khác",""
"Transfer Stock","Chuyển kho",""
"Reserve Stock","Giữ chỗ tồn kho",""
"Stock Reserved","Đã giữ chỗ tồn kho",""
"Reservation Expired","Hết hạn giữ chỗ",""
"Extend Reservation","Gia hạn giữ chỗ",""
"Release Reservation","Huỷ giữ chỗ",""
"Customer Account","Tài khoản khách hàng",""
"Credit Limit","Hạn mức tín dụng",""
"Available Credit","Công nợ khả dụng",""
"Credit Used","Công nợ đã sử dụng",""
"Credit Exceeded","Vượt quá hạn mức tín dụng",""
"Requires Approval","Cần phê duyệt",""
"Request Approval","Yêu cầu phê duyệt",""
"Approval Pending","Đang chờ phê duyệt",""
"Approved","Đã phê duyệt",""
"Rejected","Bị từ chối",""
"Loyalty Points","Điểm tích luỹ",""
"Points Balance","Số điểm hiện có",""
"Redeem Points","Đổi điểm",""
"Points to Redeem","Số điểm cần đổi",""
"Points Value","Giá trị điểm",""
"Points Earned","Điểm đã tích luỹ",""
"Points Redeemed","Điểm đã đổi",""
"No redeemable points available","Không có điểm khả dụng để đổi",""
"Points applied: {0}. Please pay remaining {1} with {2}","Đã áp dụng {0} điểm. Vui lòng thanh toán phần còn lại {1} bằng {2}",""
"Split Payment","Chia nhỏ thanh toán",""
"Add Split","Thêm phần thanh toán",""
"Remove Split","Xoá phần thanh toán",""
"Split Amount","Số tiền chia",""
"Remaining to Pay","Số còn phải trả",""
"Payment Complete","Thanh toán hoàn tất",""
"Print Options","Tuỳ chọn in",""
"Print Preview","Xem trước khi in",""
"Printer Settings","Cài đặt máy in",""
"Select Printer","Chọn máy in",""
"Default Printer","Máy in mặc định",""
"Paper Size","Khổ giấy",""
"Print Copies","Số bản in",""
"Include Logo","In kèm logo",""
"Include QR Code","In kèm mã QR",""
"Include Barcode","In kèm mã vạch",""
"Compact Mode","Chế độ gọn",""
"Full Mode","Chế độ đầy đủ",""
"Email Receipt","Gửi hoá đơn qua email",""
"SMS Receipt","Gửi hoá đơn qua SMS",""
"WhatsApp Receipt","Gửi hoá đơn qua WhatsApp",""
"Receipt Sent","Đã gửi hoá đơn",""
"Failed to Send","Gửi thất bại",""
"Retry","Thử lại",""
"Skip","Bỏ qua",""
"Done","Xong",""
"Finish","Hoàn tất",""
"Complete Sale","Hoàn tất bán hàng",""
"New Transaction","Giao dịch mới",""
"Continue Shopping","Tiếp tục mua sắm",""
"Start New Sale","Bán hàng mới",""
"View Receipt","Xem hoá đơn",""
"Download Receipt","Tải hoá đơn",""
"Share Receipt","Chia sẻ hoá đơn",""
"Copy Link","Sao chép liên kết",""
"Link Copied","Đã sao chép liên kết",""
"Invoice loaded to cart for editing","Hoá đơn đã được nạp vào giỏ để chỉnh sửa",""
"Campaign","Chiến dịch",""
"Referral Code","Mã giới thiệu",""
"Times Used","Số lần sử dụng",""
"Maximum Use","Số lần sử dụng tối đa",""
"Are you sure you want to delete <strong>""{0}""<strong>?","Bạn có chắc muốn xoá <strong>""{0}""<strong>?",""
"Return Reason <span class=""text-gray-400"">(optional)</span>","Lý do trả hàng <span class=""text-gray-400"">(tuỳ chọn)</span>",""
"Return Reason &lt;span class=&quot;text-gray-400&quot;&gt;(optional)&lt;/span&gt;","Lý do trả hàng <span class=""text-gray-400"">(tuỳ chọn)</span>",""
"<strong>Note:<strong> When enabled, the system will allow sales even when stock quantity is zero or negative. This is useful for handling stock sync delays or backorders. All transactions are tracked in the stock ledger.","<strong>Lưu ý:<strong> Khi bật, hệ thống cho phép bán ngay cả khi tồn kho bằng 0 hoặc âm. Điều này hữu ích khi có độ trễ đồng bộ tồn hoặc bán đặt trước. Tất cả giao dịch đều được ghi nhận trong sổ kho.",""
"<strong>Status:<strong> Running","<strong>Trạng thái:<strong> Đang chạy",""
"<strong>Status:<strong> Stopped","<strong>Trạng thái:<strong> Đã dừng",""
"<strong>Items Tracked:<strong> {0}","<strong>Số mặt hàng theo dõi:<strong> {0}",""
"<strong>Warehouse:<strong> {0}","<strong>Kho:<strong> {0}",""
"<strong>Last Sync:<strong> {0}","<strong>Lần đồng bộ gần nhất:<strong> {0}",""
"<strong>Last Sync:<strong> Never","<strong>Lần đồng bộ gần nhất:<strong> Chưa bao giờ",""
"Cart subtotal BEFORE tax - used for discount calculations","Tạm tính giỏ hàng TRƯỚC thuế - dùng để tính chiết khấu",""
"Draft invoice deleted","Đã xoá hoá đơn nháp",""
"Failed to delete draft invoice","Xoá hoá đơn nháp thất bại",""
"Search sales person...","Tìm nhân viên bán hàng...",""
"Item Group","Nhóm hàng",""
"Mobile","Di động",""
"Clear Cache?","Xoá cache?",""
"Clearing Cache...","Đang xoá cache...",""
"Please wait while we clear your cached data","Vui lòng chờ trong khi xoá dữ liệu cache",""
"<strong>Company:<strong>","<strong>Công ty:<strong>",""
"<strong>Opened:</strong> {0}","<strong>Mở lúc:</strong> {0}",""
"<strong>Opened:<strong>","<strong>Mở lúc:<strong>",""
"<strong>POS Profile:</strong> {0}","<strong>Cấu hình POS:</strong> {0}",""
"<strong>POS Profile:<strong> {0}","<strong>Cấu hình POS:<strong> {0}",""
"(FREE)","(MIỄN PHÍ)",""
"Are you sure you want to sign out of POS Next?","Bạn có chắc muốn đăng xuất khỏi POS Next không?",""
"At least {0} items required","Cần ít nhất {0} mặt hàng",""
"Create new customer: {0}","Tạo khách hàng mới: {0}",""
"Creating return for invoice {0}","Đang tạo phiếu trả cho hoá đơn {0}",""
"Enter actual amount for {0}","Nhập số tiền thực tế cho {0}",""
"Exception: {0}","Ngoại lệ: {0}",""
"Expected: <span class=""font-medium"">{0}</span>","Kỳ vọng: <span class=""font-medium"">{0}</span>",""
"From {0}","Từ {0}",""
"Invoice - {0}","Hoá đơn - {0}",""
"Invoice ID: {0}","Mã hoá đơn: {0}",""
"Invoice {0} created and sent to printer","Hoá đơn {0} đã được tạo và gửi tới máy in",""
"Invoice {0} created but print failed","Hoá đơn {0} đã tạo nhưng in thất bại",""
"Invoice {0} created successfully","Hoá đơn {0} được tạo thành công",""
"Invoice {0} created successfully!","Hoá đơn {0} được tạo thành công!",""
"Item: {0}","Mặt hàng: {0}",""
"Maximum cart value exceeded ({0})","Giá trị giỏ hàng vượt giới hạn ({0})",""
"Maximum {0} items allowed for this offer","Ưu đãi này chỉ áp dụng tối đa {0} mặt hàng",""
"Message: {0}","Thông điệp: {0}",""
"Minimum cart value of {0} required","Giá trị giỏ hàng tối thiểu phải đạt {0}",""
"No pending invoices to sync","Không có hoá đơn chờ đồng bộ",""
"Opening Balance (Optional)","Số dư đầu ca (tuỳ chọn)",""
"Over {0}","Dư {0}",""
"POS Profile: {0}","Cấu hình POS: {0}",""
"Promotion saved successfully","Lưu khuyến mãi thành công",""
"Remove all {0} items from cart?","Xoá toàn bộ {0} mặt hàng khỏi giỏ?",""
"Return invoice {0} created successfully","Hoá đơn trả {0} được tạo thành công",""
"Search by email: {0}","Tìm theo email: {0}",""
"Search by phone: {0}","Tìm theo điện thoại: {0}",""
"Shift Open","Ca đang mở",""
"Short {0}","Thiếu {0}",""
"Sign in","Đăng nhập",""
"Sign out","Đăng xuất",""
"Signing out...","Đang đăng xuất...",""
"Status: {0}","Trạng thái: {0}",""
"Switched to {0}. Stock quantities refreshed.","Đã chuyển sang {0}. Số lượng tồn kho đã được làm mới.",""
"Technical: {0}","Kỹ thuật: {0}",""
"Timestamp: {0}","Thời điểm: {0}",""
"Title: {0}","Tiêu đề: {0}",""
"Total: {0}","Tổng: {0}",""
"Type: {0}","Loại: {0}",""
"Unit changed to {0}","Đã đổi đơn vị sang {0}",""
"Until {0}","Đến {0}",""
"User: {0}","Người dùng: {0}",""
"View cart with {0} items","Xem giỏ hàng với {0} mặt hàng",""
"Warehouse updated but failed to reload stock. Please refresh manually.","Đã cập nhật kho nhưng tải lại tồn kho thất bại. Vui lòng tự làm mới.",""
"Welcome to POS Next!","Chào mừng bạn đến với POS Next!",""
"You have an open shift. Would you like to resume it or close it and open a new one?","Bạn đang có ca mở. Bạn muốn tiếp tục hay đóng và mở ca mới?",""
"Your cart doesn't meet the requirements for this offer.","Giỏ hàng của bạn không đáp ứng điều kiện cho ưu đãi này.",""
"{0} ({1}) added to cart","Đã thêm {0} ({1}) vào giỏ",""
"{0} added to cart","Đã thêm {0} vào giỏ",""
"{0} applied successfully","Đã áp dụng {0} thành công",""
"{0} created and selected","Đã tạo và chọn {0}",""
"{0} invoice(s) failed to sync","{0} hoá đơn đồng bộ thất bại",""
"{0} invoice(s) synced successfully","Đã đồng bộ thành công {0} hoá đơn",""
"{0} invoices","{0} hoá đơn",""
"{0} selected","Đã chọn {0}",""
"{0} settings applied immediately","Đã áp dụng ngay cài đặt {0}",""
"{0} transactions • {1}","{0} giao dịch • {1}",""
"{0} updated successfully","{0} đã được cập nhật thành công",""
"{0}h {1}m","{0}g {1}p",""
"{0}m","{0}p",""
"✓ Connection successful: {0}","✓ Kết nối thành công: {0}",""
"✗ Connection failed: {0}","✗ Kết nối thất bại: {0}",""
"Manage all your invoices in one place","Quản lý tất cả hoá đơn của bạn tại một nơi",""
"All ({0})","Tất cả ({0})",""
"Promotions","Khuyến mãi",""
"Search serial numbers...","Tìm số serial...",""
"Loading serial numbers...","Đang tải số serial...",""
"No serial numbers available","Không có số serial nào",""
"No serial numbers match your search","Không có số serial nào khớp với tìm kiếm",""
"Serial Numbers","Số serial",""
"Cannot remove last serial","Không thể xoá số serial cuối cùng",""
"Remove serial","Xoá số serial",""
"Serial No:","Số serial:",""
"Click to edit serials","Nhấn để chỉnh sửa số serial",""
"Edit serials","Sửa số serial",""
"serials","các số serial",""
"Stock Lookup","Tra cứu tồn kho",""
"Search for item availability across all warehouses","Tìm tồn kho mặt hàng trên tất cả các kho",""
"Search for items across warehouses","Tìm mặt hàng trên nhiều kho",""
"Type to search items...","Gõ để tìm mặt hàng...",""
"Search by item name, code, or scan barcode","Tìm theo tên, mã hoặc quét mã vạch",""
"No items found for ""{0}""","Không tìm thấy mặt hàng cho ""{0}""",""
"Try a different search term","Hãy thử từ khoá khác",""
"Search Again","Tìm lại",""
"Search for an item","Tìm một mặt hàng",""
"Start typing to see suggestions","Bắt đầu gõ để xem gợi ý",""
"Navigate","Di chuyển",""
"Enter","Enter",""
"Esc","Esc",""
"Total Available","Tổng số còn lại",""
"in 1 warehouse","trong 1 kho",""
"in {0} warehouses","trong {0} kho",""
"{0} reserved","Đã giữ {0}",""
"Actual Stock","Tồn thực tế",""
"This item is out of stock in all warehouses","Mặt hàng này đã hết ở tất cả kho",""
"Failed to load warehouse availability","Tải thông tin tồn kho theo kho thất bại",""
"Close dialog","Đóng hộp thoại",""
"Clear search","Xoá tìm kiếm",""
"Click to view availability in other warehouses","Nhấn để xem tồn kho ở các kho khác",""
"Credit Sale Return","Trả hàng cho hoá đơn bán chịu",""
"This invoice was paid on account (credit sale). The return will reverse the accounts receivable balance. No cash refund will be processed.","Hoá đơn này được thanh toán ghi nợ (bán chịu). Phiếu trả sẽ điều chỉnh lại công nợ phải thu, không hoàn tiền mặt.",""
"Customer Credit:","Công nợ khách hàng:",""
"This return was against a Pay on Account invoice. The accounts receivable balance has been reversed. No cash refund was processed.","Phiếu trả này thuộc hoá đơn bán chịu. Số dư phải thu đã được đảo chiều. Không có khoản hoàn tiền mặt nào được thực hiện.",""
"This invoice was sold on credit. The customer owes the full amount.","Hoá đơn này là bán chịu, khách hàng còn nợ toàn bộ số tiền.",""
"Partially Paid Invoice","Hoá đơn thanh toán một phần",""
"This invoice was partially paid. The refund will be split proportionally.","Hoá đơn này đã được thanh toán một phần. Khoản hoàn tiền sẽ được phân bổ tương ứng.",""
"Cash Refund:","Hoàn tiền mặt:",""
"Credit Adjustment:","Điều chỉnh công nợ:",""
"Refundable Amount:","Số tiền có thể hoàn:",""
"⚠️ Payment total must equal refundable amount","⚠️ Tổng thanh toán phải đúng bằng số tiền có thể hoàn",""
"Return Value:","Giá trị hàng trả:",""
"Select Item Variant","Chọn phiên bản mặt hàng",""
"Select Unit of Measure","Chọn đơn vị tính",""
"Choose a variant of this item:","Chọn một phiên bản của mặt hàng này:",""
"Select the unit of measure for this item:","Chọn đơn vị tính cho mặt hàng này:",""
"Loading options...","Đang tải các tuỳ chọn...",""
"Stock: {0}","Tồn kho: {0}",""
"This combination is not available","Tổ hợp này không khả dụng",""
"Unit of Measure","Đơn vị tính",""
"No Variants Available","Không có phiên bản nào",""
"No Options Available","Không có tuỳ chọn nào",""
"This item template <strong>{0}<strong> has no variants created yet.","Mẫu mặt hàng <strong>{0}<strong> hiện chưa có phiên bản nào được tạo.",""
"No additional units of measurement configured for this item.","Mặt hàng này chưa được cấu hình thêm đơn vị tính nào khác.",""
"To create variants:","Để tạo các phiên bản:",""
"1. Go to <strong>Item Master<strong> → <strong>{0}<strong>","1. Vào <strong>Danh mục hàng hoá<strong> → <strong>{0}<strong>",""
"2. Click <strong>""Make Variants""<strong> button","2. Nhấn nút <strong>""Make Variants""<strong>",""
"3. Select attribute combinations","3. Chọn các tổ hợp thuộc tính",""
"4. Click <strong>""Create""<strong>","4. Nhấn <strong>""Create""<strong>",""
"per {0}","trên mỗi {0}",""
"Stock unit","Đơn vị tồn kho",""
"1 {0} = {1} {2}","1 {0} = {1} {2}",""
"Requested quantity ({0}) exceeds available stock ({1})","Số lượng yêu cầu ({0}) lớn hơn tồn kho khả dụng ({1})",""
"Offers are applied automatically when your cart meets the requirements","Ưu đãi sẽ được áp dụng tự động khi giỏ hàng đáp ứng đủ điều kiện",""
"Applied","Đã áp dụng",""
"APPLIED","ĐÃ ÁP DỤNG",""
"Waiting for requirements","Đang chờ đáp ứng điều kiện",""
"Offer applied: {0}","Đã áp dụng ưu đãi: {0}",""
"Offer removed: {0}. Cart no longer meets requirements.","Đã gỡ ưu đãi: {0}. Giỏ hàng không còn đáp ứng điều kiện nữa.",""
"PRICING RULE","QUY TẮC GIÁ",""
"PROMO SCHEME","CHƯƠNG TRÌNH KHUYẾN MÃI",""
"Applying...","Đang áp dụng...",""
"Recent & Frequent","Gần đây & Thường xuyên",""
"Frequent Customers","Khách hàng thường xuyên",""
"Gross Sales","Tổng doanh số gộp",""
"Net Sales","Doanh số thuần",""
"Returns","Trả hàng",""
"After returns","Sau trả hàng",""
"Net tax","Thuế thuần",""
"Net Total:","Tổng thuần:",""
"{0} returns","{0} phiếu trả hàng",""
"Type","Loại",""
"Search items by name or code...","Tìm mặt hàng theo tên hoặc mã...",""
"Return Period Expired","Hết thời hạn trả hàng",""
"This invoice cannot be returned because the return period has expired.","Không thể trả hoá đơn này vì đã hết thời hạn cho phép trả hàng.",""
"Invoice Date","Ngày hoá đơn",""
"Days Since Purchase","Số ngày kể từ khi mua",""
"Return Allowed Within","Được phép trả trong vòng",""
"days","ngày",""
"Please contact your manager if you need to process this return.","Nếu cần xử lý trả hàng này, vui lòng liên hệ quản lý của bạn.",""
"Return period has expired for invoice {0}. Invoice date: {1}, Days since: {2}, Allowed: {3} days","Thời hạn trả hàng cho hoá đơn {0} đã hết. Ngày hoá đơn: {1}, Số ngày đã qua: {2}, Thời hạn cho phép: {3} ngày",""
"Invoice {0} does not exist","Không tồn tại hoá đơn {0}",""
"Invoice not found","Không tìm thấy hoá đơn",""
"Cannot process return for this invoice","Không thể xử lý trả hàng cho hoá đơn này",""
"Failed to check invoice","Kiểm tra hoá đơn thất bại",""
"Try a different search term or check the invoice number","Hãy thử từ khoá khác hoặc kiểm tra lại số hoá đơn",""
"Search in all invoices","Tìm trong tất cả hoá đơn",""
"{0} days ago","{0} ngày trước",""
"1 week ago","1 tuần trước",""
"Looking for invoice in database","Đang tìm hoá đơn trong cơ sở dữ liệu",""
"Searching database...","Đang tìm trong cơ sở dữ liệu...",""
"Offline Mode","Chế độ ngoại tuyến",""
"Return invoices cannot be processed while offline. Please connect to the internet to search for invoices and create returns.","Không thể xử lý hoá đơn trả hàng khi ngoại tuyến. Vui lòng kết nối Internet để tìm hoá đơn và tạo phiếu trả.",""
"Search unavailable offline","Không thể tìm kiếm khi ngoại tuyến",""
"Refresh unavailable offline","Không thể làm mới khi ngoại tuyến",""
"No connection","Không có kết nối",""
"Connect to the internet to load invoices","Kết nối Internet để tải hoá đơn",""
"You are offline","Bạn đang ngoại tuyến",""
"Payments cannot be added while offline. Connect to the internet to add payments.","Không thể thêm thanh toán khi ngoại tuyến. Hãy kết nối Internet để thêm thanh toán.",""
"Payments cannot be added while offline","Không thể thêm thanh toán khi ngoại tuyến",""
"Add another...","Thêm mục khác...",""
"All sales persons selected","Đã chọn tất cả nhân viên bán hàng",""
"Cannot add more non-cash payments. Use cash for overpayment.","Không thể thêm thanh toán phi tiền mặt. Hãy dùng tiền mặt cho phần dư.",""
"Change sales person","Đổi nhân viên bán hàng",""
"Clear all payments","Xoá tất cả khoản thanh toán",""
"Complete Sales Order","Hoàn tất đơn bán hàng",""
"Credit Balance","Số dư có",""
"Custom","Tuỳ chỉnh",""
"Delivery Date","Ngày giao hàng",""
"Invoice fully paid. No additional payment needed.","Hoá đơn đã được thanh toán đủ. Không cần thêm thanh toán.",""
"Mixed payment (cash + non-cash) must equal exact invoice amount. No overpayment allowed.","Thanh toán hỗn hợp (tiền mặt + phi tiền mặt) phải đúng bằng giá trị hoá đơn. Không được thanh toán dư.",""
"No items","Không có mặt hàng",""
"No payment methods available","Không có phương thức thanh toán nào",""
"No sales persons available","Không có nhân viên bán hàng",""
"Non-cash payment capped to remaining amount: {0}","Thanh toán phi tiền mặt bị giới hạn ở số tiền còn lại: {0}",""
"Non-cash payment must equal exact invoice amount. No overpayment allowed.","Thanh toán phi tiền mặt phải đúng bằng giá trị hoá đơn. Không được thanh toán dư.",""
"Overpayment","Thanh toán dư",""
"Pay","Thanh toán",""
"Payment amount is correct","Số tiền thanh toán chính xác",""
"Sales person is required","Cần chọn nhân viên bán hàng",""
"Select a payment method","Chọn một phương thức thanh toán",""
"Select a payment method to start","Chọn phương thức thanh toán để bắt đầu",""
"Select sales person...","Chọn nhân viên bán hàng...",""
"Total must equal invoice amount","Tổng phải bằng giá trị hoá đơn",""
"Total: {0}%","Tổng: {0}%",""
"Warning: Mixed payment exceeds invoice total. Change not allowed for mixed payments.","Cảnh báo: Thanh toán hỗn hợp vượt quá giá trị hoá đơn. Không trả tiền thừa cho kiểu thanh toán này.",""
"comm.","hoa hồng",""
"No redeemable points available","Không có điểm khả dụng để đổi",""
"Points applied: {0}. Please pay remaining {1} with {2}","Đã áp dụng {0} điểm. Vui lòng thanh toán phần còn lại {1} bằng {2}",""
"Non-cash payment must equal {0} exactly","Khoản thanh toán phi tiền mặt phải đúng bằng {0}",""
"Mixed payment cannot exceed invoice total. Limit: {0}","Thanh toán hỗn hợp không được vượt quá giá trị hoá đơn. Giới hạn: {0}",""
"Welcome to MBW Next POS","Chào mừng đến với MBW Next POS",""
"Check In","Chấm công vào",""
"Check Out","Chấm công ra",""
"Select Shift","Chọn ca làm việc",""
"Please select a shift for attendance.","Vui lòng chọn ca làm việc để chấm công.",""
"Cancel","Hủy",""
"Confirm","Xác nhận",""
"You have checked in today","Bạn đã chấm công vào hôm nay",""
"You have checked out today","Bạn đã chấm công ra hôm nay",""
"You have not checked in today","Bạn chưa chấm công hôm nay",""
"No shift types found. Please configure Shift Type first.","Không tìm thấy ca làm việc nào. Vui lòng cấu hình Shift Type.",""
"Please select a shift.","Vui lòng chọn ca làm việc.",""
"The current time is not within the selected shift time range. Please choose a valid shift.","Giờ hiện tại không nằm trong khoảng thời gian của ca được chọn. Vui lòng chọn ca phù hợp.",""
"Check-in successful","Chấm công vào thành công",""
"Check-out successful","Chấm công ra thành công",""
"Attendance Photo","Chụp ảnh chấm công",""
"Take a photo to save to the attendance record (optional).","Chụp ảnh để lưu vào bản ghi chấm công (tùy chọn).",""
"Skip","Bỏ qua",""
"Take Photo","Chụp ảnh",""
"Photo saved to attendance.","Đã lưu ảnh vào chấm công.",""
"Cannot capture photo. Please try again or skip.","Không thể chụp ảnh. Vui lòng thử lại hoặc bỏ qua.",""
"Camera not ready. Please wait or skip.","Camera chưa sẵn sàng. Vui lòng đợi hoặc bỏ qua.",""
"Cannot access camera. You can skip or use a device with camera.","Không thể truy cập camera. Bạn có thể bỏ qua hoặc dùng thiết bị có camera.",""
"Percent (%)","Tỷ lệ (%)"
"Service item not available offline. Please load items when online first.","Dịch vụ làm nóng lạnh không khả dụng khi offline. Vui lòng tải danh mục khi online trước."
"Sales slip — e-invoice","Phiếu tính tiền — xuất HDDT",""
"Scan the QR code to issue an e-invoice or open the link below within 2 hours.","Quét QR để xuất hóa đơn điện tử hoặc mở địa chỉ sau trong 2 giờ.",""
"We are not responsible if buyer information is incorrect.","Xin từ chối chịu trách nhiệm nếu nhập thông tin sai.",""
"Invoice ref.","Mã HD",""
"USB Thermal Printer","Máy in nhiệt USB",""
"Print directly via USB — no dialog. Requires Chrome or Edge.","In trực tiếp qua USB — không hộp thoại. Cần Chrome hoặc Edge.",""
"Not Connected","Chưa kết nối",""
"WebUSB not supported. Please use Chrome or Edge.","Trình duyệt không hỗ trợ WebUSB. Vui lòng dùng Chrome hoặc Edge.",""
"Select USB Printer…","Chọn máy in USB…",""
"Disconnect","Ngắt kết nối",""
"Connected: ","Đã kết nối: ",""
"Paper Width","Độ rộng khổ giấy",""
"Vietnamese printing","In tiếng Việt",""
"Full Vietnamese","Tiếng Việt đầy đủ",""
"No diacritics (ASCII)","Không dấu (ASCII)",""
"Full Vietnamese. ASCII: faster, Latin letters without accents.","Tiếng Việt đầy đủ. ASCII: nhanh hơn, chỉ chữ Latin không dấu.",""
"Open cash drawer after print (WebUSB)","Mở ngăn kéo sau khi in (WebUSB)",""
"Use when the drawer is connected to the printer DK port (RJ11). Only works with direct USB printing, not the browser print dialog.","Dùng khi ngăn kéo nối cổng DK của máy in (RJ11). Chỉ áp dụng khi in trực tiếp USB, không áp dụng hộp thoại in của trình duyệt.",""
"Drawer kick connector","Chọn chân mở ngăn kéo",""
"Default (pin 2)","Mặc định (chân 2)",""
"Alternate (pin 5)","Thay thế (chân 5)",""
"If the drawer does not open, try the alternate option.","Nếu ngăn kéo không mở, hãy thử chân thay thế.",""
"Allow Manual Cash Drawer Open","Cho phép mở két thủ công",""
"When enabled, cashiers can use Open Cash Drawer below. Each open is saved on the server with exact time (Till Exception Report).","Khi bật, thu ngân có thể dùng nút Mở két bên dưới. Mỗi lần mở được lưu trên máy chủ với thời gian chính xác (Báo cáo Thao tác Két Bất thường).",""
"Open Cash Drawer (manual)","Mở ngăn kéo (thủ công)",""
"Connect the USB thermal printer first. The drawer uses the printer kick (DK) port.","Hãy kết nối máy in nhiệt USB trước. Ngăn kéo dùng cổng mở két (DK) của máy in.",""
"Manual drawer open requires WebUSB (Chrome or Edge) and a connected USB receipt printer.","Mở két thủ công cần WebUSB (Chrome hoặc Edge) và máy in hoá đơn USB đã kết nối.",""
"Manual cash drawer open is not allowed","Không được phép mở két thủ công",""
"Event logged and cash drawer opened","Đã ghi nhận trên hệ thống và đã mở ngăn kéo",""
"Failed to open cash drawer","Không mở được ngăn kéo",""
"WebUSB is not available in this browser","Trình duyệt không có WebUSB",""
"No shift assigned today","Không có ca được phân hôm nay",""
"Contact your manager to be assigned a shift.","Vui lòng liên hệ với quản lý để được phân ca.",""
"Today's Shifts","Ca làm việc hôm nay",""
"Now","Hiện tại",""
"Opens soon","Sắp mở ca",""
"You can open your POS shift now.","Bạn có thể mở ca làm việc POS ngay bây giờ.",""
"You cannot open another POS shift today after closing. Try again tomorrow.","Sau khi đóng ca, bạn không thể mở ca POS mới trong hôm nay. Hãy thử lại vào ngày mai.",""
"You may open your POS shift up to {0} minutes before your scheduled start.","BCó thể mở ca POS sớm {0} phút trước giờ quy định.",""
"Shift hasn't started yet. Please wait until your shift begins.","Ca làm việc chưa bắt đầu. Vui lòng chờ đến khi ca của bạn bắt đầu.",""
"All shifts completed for today. Contact your manager if needed.","Tất cả các ca làm việc đã hoàn thành trong hôm nay. Liên hệ với quản lý của bạn nếu cần.",""
"No shift assigned. You cannot open a shift without an HR schedule.","Chưa được phân công ca. Bạn không thể mở ca mà không có lịch nhân sự.",""
"Link your account to an Employee to open a shift.","Liên kết tài khoản của bạn với nhân viên để mở ca.",""
"Function Shortcuts","Phím tắt chức năng",""
"Add new invoice","Thêm hóa đơn mới",""
